Street ID,Street Name,Street Suffix,Street Suffix Direction,Official Street Name,Thomas Brothers Map,Street Type
2734,SERRANIA,AVE,,SERRANIA AVENUE,560C1,PUBLIC STREET NAMES
2685,SHELDON,ST,,SHELDON STREET,502J4,PUBLIC STREET NAMES
10916,SUNDANCE,ST,,SUNDANCE STREET,502E6,PRIVATE ROADWAY NAMES
2507,STAGG,ST,,STAGG STREET,533A3,PUBLIC STREET NAMES
212,STEVENS,WAY,,STEVENS WAY,499E7,PRIVATE STREET NAMES
10359,SADDLETREE,CT,,SADDLETREE COURT,481E2,PUBLIC STREET NAMES
10092,SUMMIT VUE,DR,NORTH,SUMMIT VUE DRIVE NORTH,529J7,PRIVATE STREET NAMES
2690,SHEFFIELD,LANE,,SHEFFIELD LANE,480J7,PUBLIC STREET NAMES
2605,SILVER OAK,TER,,SILVER OAK TERRACE,565B7,PUBLIC STREET NAMES
2793,SCHOOLCRAFT,ST,,SCHOOLCRAFT STREET,531D2,PUBLIC STREET NAMES
2405,SUMATRA,DR,,SUMATRA DRIVE,562D7,PUBLIC STREET NAMES
2962,SADRING,AVE,,SADRING AVENUE,529F3,PUBLIC STREET NAMES
2387,SUNDALE,DR,,SUNDALE DRIVE,504A5,PUBLIC STREET NAMES
2653,SHERWOOD,PL,,SHERWOOD PLACE,562B6,PUBLIC STREET NAMES
2848,SANTA CRUZ,ST,,SANTA CRUZ STREET,824A4,PUBLIC STREET NAMES
2905,SANCOLA,AVE,,SANCOLA AVENUE,533C3,PUBLIC STREET NAMES
2440,STONEWOOD,DR,,STONEWOOD DRIVE,592F6,PUBLIC STREET NAMES
10893,SOUTH ICON,CIR,,SOUTH ICON CIRCLE,702D1,PRIVATE ROADWAY NAMES
249,SEPULVEDA,BLVD,,SEPULVEDA BOULEVARD,702G1,PRIVATE STREET NAMES
206,SUMMIT,CIR,,SUMMIT CIRCLE,592F1,PRIVATE STREET NAMES
2894,SANDY CAPE,DR,,SANDY CAPE DRIVE,630E5,PUBLIC STREET NAMES
2897,SANDRINGHAM,CT,,SANDRINGHAM COURT,500J1,PUBLIC STREET NAMES
2592,SINCLAIR,AVE,,SINCLAIR AVENUE,500H1,PUBLIC STREET NAMES
10956,SHERMAN,CT,,SHERMAN COURT,671J6,PUBLIC STREET NAMES
2806,SAXON,DR,,SAXON DRIVE,564H7,PUBLIC STREET NAMES
10946,SYLMAR,CT,,SYLMAR COURT,532A6,LIMITED ACCESS AREA NAMES
2621,SIERRA MAR,DR,,SIERRA MAR DRIVE,592G5,PUBLIC STREET NAMES
263,SAMUEL DUPONT,AVE,,SAMUEL DUPONT AVENUE,823J1,PRIVATE STREET NAMES
2591,SINCLAIR,PL,,SINCLAIR PLACE,500H1,PUBLIC STREET NAMES
2912,SAN BENITO,ST,,SAN BENITO STREET,635A4,PUBLIC STREET NAMES
2588,SISKIYOU,ST,,SISKIYOU STREET,635C7,PUBLIC STREET NAMES
2608,SILVER LAKE,CT,,SILVER LAKE COURT,594E3,PUBLIC STREET NAMES
2811,SAVILLE,AVE,,SAVILLE AVENUE,561D2,PUBLIC STREET NAMES
243,SHADOW RIDGE,WAY,,SHADOW RIDGE WAY,480F6,PRIVATE STREET NAMES
2427,STRATHERN,ST,,STRATHERN STREET,533A2,PUBLIC STREET NAMES
202,SUN MUN,WAY,,SUN MUN WAY,634G2,PRIVATE STREET NAMES
2695,SHATTO,PL,,SHATTO PLACE,634A3,PUBLIC STREET NAMES
10823,SONGBIRD,WAY,,SONGBIRD WAY,794A1,LIMITED ACCESS AREA NAMES
2887,SANFORD,AVE,,SANFORD AVENUE,794F5,PUBLIC STREET NAMES
2951,ST EDENS,CIR,,ST EDENS CIRCLE,529D5,PUBLIC STREET NAMES
9729,STRATMORE,PL,,STRATMORE PLACE,632A2,UNOFFICIAL PRIVATE STREET NAMES
9826,SUNSWEPT,DR,,SUNSWEPT DRIVE,562E5,PUBLIC STREET NAMES
2360,SUNRIDGE,WALK,,SUNRIDGE WALK,702B3,PUBLIC STREET NAMES
10196,SUNNY LANE,CT,,SUNNY LANE COURT,560J2,PRIVATE STREET NAMES
2776,SEABRIGHT,PL,,SEABRIGHT PLACE,592D5,PUBLIC STREET NAMES
2313,SWINTON,AVE,,SWINTON AVENUE,481E7,PUBLIC STREET NAMES
2812,SAVANNAH,ST,,SAVANNAH STREET,635B5,PUBLIC STREET NAMES
2454,STONE,ST,,STONE STREET,635C3,PUBLIC STREET NAMES
9726,SIR HENRY,,,SIR HENRY,481G2,UNOFFICIAL PRIVATE STREET NAMES
2880,SAN JOSE,ST,,SAN JOSE STREET,502B2,PUBLIC STREET NAMES
2467,STETSON,AVE,,STETSON AVENUE,702G1,PUBLIC STREET NAMES
2344,SUNSET VALE,AVE,,SUNSET VALE AVENUE,592D6,PUBLIC STREET NAMES
2428,STRATFORD,ROAD,,STRATFORD ROAD,595A1,PUBLIC STREET NAMES
2614,SIGNATURE,DR,,SIGNATURE DRIVE,481B7,PUBLIC STREET NAMES
2683,SHELL,CT,,SHELL COURT,671J5,PUBLIC STREET NAMES
2623,SIERRA ALTA,WAY,,SIERRA ALTA WAY,592A5,PUBLIC STREET NAMES
2572,SLUSHER,AVE,,SLUSHER AVENUE,504C4,PUBLIC STREET NAMES
2488,STARGAZER,AVE,,STARGAZER AVENUE,823G7,PUBLIC STREET NAMES
257,SATICOY,ST,,SATICOY STREET,NA,PRIVATE STREET NAMES
2662,SHERMAN GROVE,AVE,,SHERMAN GROVE AVENUE,503F3,PUBLIC STREET NAMES
2491,STAR,LANE,,STAR LANE,559D2,PUBLIC STREET NAMES
2495,STANWELL,ST,,STANWELL STREET,500A3,PUBLIC STREET NAMES
2361,SUNRIDGE,ST,,SUNRIDGE STREET,702A3,PUBLIC STREET NAMES
2482,STASSI,LANE,,STASSI LANE,631C7,PUBLIC STREET NAMES
2664,SHERMAN,ROAD,,SHERMAN ROAD,532G4,PUBLIC STREET NAMES
2517,SPRINGSIDE,TR,,SPRINGSIDE TRAIL,NA,PUBLIC STREET NAMES
2353,SUNSET CREST,DR,,SUNSET CREST DRIVE,592H3,PUBLIC STREET NAMES
2967,SABINA,ST,,SABINA STREET,635C7,PUBLIC STREET NAMES
2895,SANDWOOD,PL,,SANDWOOD PLACE,824A1,PUBLIC STREET NAMES
